"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q65","QID1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q30","Q29","Q28","AB1","AB3","AB4","AB5","AB8","AB10","AB11","V14","V16","V17","V19","V21","V22","D25","D26","D28","D31","D32","D34","D35","Q67","Q68","Q69","Q70","Q71","Q63","Q64","Q54","Q65.1","Q64.1","Q63.1","Q62","Q80","Q83","Q82","Q81","Q66","Q68.1","Q78","Q71.1","Q77","Q74","Q69.1","Q70.1","Q67.1","opp","gc","term","cintid","ProjectToken","gid","sname","TolunaEnc","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","Q_CHL","GeoIP","careless_long","irv","irv2","flag"
"238",240,"2021-10-11 07:48:02","2021-10-11 07:58:29",0,"24.180.11.126",100,626,1,"2021-10-11 07:58:29","R_Unkx4vcBqmYCANP",NA,NA,NA,NA,35.2611999511719,-120.654998779297,"anonymous","EN",4,3,6,3,2,4,4,4,3,2,3,5,4,6,5,4,5,5,3,5,6,6,4,6,4,2,5,6,6,5,4,3,2,3,5,4,2,4,6,6,4,5,6,6,5,6,5,6,6,5,5,5,2,5,4,1,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,2,"Fleet mechanic ",4,7,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f3c15bbd-e9b2-9c3e-9a09-6cea7c4a8d50","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,626,"anonymous",NA,4,1.91485421551268,0.957427107756338,"use"
"239",241,"2021-10-11 07:50:05","2021-10-11 07:58:30",0,"98.230.232.242",100,505,1,"2021-10-11 07:58:30","R_3humYzeOzwydZg8",NA,NA,NA,NA,32.7863006591797,-80.1054992675781,"anonymous","EN",4,4,7,4,4,4,4,4,2,2,4,4,4,6,7,7,7,6,7,2,5,6,5,6,6,6,3,6,6,4,4,5,2,2,1,5,2,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,4,2,1,10,2,3,"Director of Sales",1,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"917e8d51-c5c1-52de-25e5-ba556a198dbd","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,505,"anonymous",NA,11,1.5,1.15470053837925,"use"
"240",242,"2021-10-11 07:54:57","2021-10-11 07:58:31",0,"75.188.150.42",100,213,1,"2021-10-11 07:58:31","R_24LTITGG24nmIuI",NA,NA,NA,NA,39.9647979736328,-83.1259994506836,"anonymous","EN",4,4,6,4,2,4,3,2,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,4,4,3,4,3,3,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,4,3,5,5,5,5,2,2,2,2,2,1,4,3,3,"Hr director ",2,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b4f890bb-721c-b8b7-a00f-a7d3cac91a56","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,213,"anonymous",NA,5,0.577350269189626,0.816496580927726,"Flagged"
"241",243,"2021-10-11 07:51:26","2021-10-11 07:58:35",0,"172.58.78.151",100,429,1,"2021-10-11 07:58:35","R_1OUgHStUvAOam5p",NA,NA,NA,NA,36.1020050048828,-115.14469909668,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,4,6,3,5,5,7,6,6,4,6,4,5,3,3,4,4,2,2,4,2,5,2,5,5,5,5,4,1,1,1,3,2,5,5,5,5,5,2,5,4,1,5,5,5,5,2,4,5,5,5,6,10,2,2,"Administrative assistant ",4,5,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9f381e9e-6fa6-9a75-632a-2913b81fef75","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,429,"anonymous",NA,5,1.5,NA,"use"
"242",244,"2021-10-11 07:48:09","2021-10-11 07:58:41",0,"172.58.121.62",100,631,1,"2021-10-11 07:58:41","R_2SuU9XwA7wgDk54",NA,NA,NA,NA,41.4376983642578,-81.8087997436523,"anonymous","EN",4,4,3,3,2,4,3,3,3,3,3,4,5,4,6,6,5,5,4,6,5,4,6,7,4,4,5,2,7,5,5,2,3,4,3,4,2,4,4,5,5,4,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,2,2,2,2,2,1,13,1,2,"Machinist",4,7,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"72b51a5a-013a-deb0-eeee-2d9e644344b7","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,631,"anonymous",NA,5,1.25830573921179,0,"Flagged"
"243",245,"2021-10-11 07:53:04","2021-10-11 07:58:43",0,"73.255.164.40",100,338,1,"2021-10-11 07:58:43","R_u4XGwdzqlO1PyLf",NA,NA,NA,NA,26.9145965576172,-82.0559005737305,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,2,1,5,5,5,4,2,2,5,4,5,6,10,1,1,"Unemployed ",4,7,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"22c114c2-4821-6ecb-9976-23ea27d72c2e","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,338,"anonymous",NA,17,NA,0,"Flagged"
"244",246,"2021-10-11 07:54:14","2021-10-11 07:58:43",0,"50.58.110.135",100,268,1,"2021-10-11 07:58:43","R_ugi0JssyYRSBra1",NA,NA,NA,NA,39.0453948974609,-82.6417999267578,"anonymous","EN",4,4,6,4,4,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,2,6,6,5,6,5,6,5,6,6,5,4,5,6,6,6,6,5,5,5,4,5,5,4,5,5,5,5,3,1,2,1,1,1,8,2,2,"Healthcare ",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9b4adbd1-f645-80ea-1265-ec61dc9db23c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,268,"anonymous",NA,6,0.577350269189626,0.5,"Flagged"
"245",247,"2021-10-11 07:51:30","2021-10-11 07:58:44",0,"63.224.242.2",100,434,1,"2021-10-11 07:58:45","R_324QfSvhtOsMwne",NA,NA,NA,NA,43.6349029541016,-116.202301025391,"anonymous","EN",4,4,7,3,3,4,4,4,4,3,3,4,4,5,5,6,4,3,4,4,4,6,6,6,6,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,2,5,5,5,5,1,2,2,1,1,1,4,2,2,"Broker",3,5,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c29fe7fd-739a-4f16-c449-d0b4b5511710","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,434,"anonymous",NA,6,NA,0.5,"use"
"246",248,"2021-10-11 07:52:22","2021-10-11 07:58:47",0,"71.13.229.217",100,384,1,"2021-10-11 07:58:47","R_3hAUHVyKh3Rp2KY",NA,NA,NA,NA,42.27099609375,-85.5419998168945,"anonymous","EN",4,4,6,4,4,4,4,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,1,6,1,1,4,5,6,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,2,4,2,2,2,2,2,2,2,2,2,1,10,3,2,"Cna",4,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f6891e59-039c-5c89-d1ed-29a28c226bb5","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,384,"anonymous",NA,9,0.816496580927726,0.957427107756338,"use"
"247",249,"2021-10-11 07:54:14","2021-10-11 07:58:50",0,"174.203.112.158",100,275,1,"2021-10-11 07:58:50","R_3MuK3ft6xWjrrcs",NA,NA,NA,NA,40.3766937255859,-80.0807037353516,"anonymous","EN",4,4,6,4,4,4,3,3,3,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,5,5,1,5,5,5,5,2,2,2,2,2,1,13,3,2,"Forge Specialist",4,6,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5c1d9769-9b84-c382-45dd-a0363b53fb84","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,275,"anonymous",NA,15,NA,0.5,"Flagged"
"248",250,"2021-10-11 07:51:42","2021-10-11 07:58:54",0,"143.55.17.104",100,432,1,"2021-10-11 07:58:55","R_3lSL4RQYk2aquHs",NA,NA,NA,NA,37.5395965576172,-82.6306991577148,"anonymous","EN",4,4,7,5,3,4,4,4,4,4,3,4,6,6,4,6,5,4,5,4,5,5,4,6,4,5,4,5,4,5,5,3,5,5,5,5,3,4,5,6,6,5,5,5,6,4,5,6,5,5,5,5,3,5,3,3,4,4,4,4,3,3,3,3,3,1,8,2,2,"Nurses aide",4,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"939060f8-b8d4-f282-cb4c-57bb9b7bdc14","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,432,"anonymous",NA,5,1.29099444873581,0,"Flagged"
"249",251,"2021-10-11 07:48:21","2021-10-11 07:58:55",0,"67.34.23.110",100,633,1,"2021-10-11 07:58:55","R_2Y9qW2OwSNrCjim",NA,NA,NA,NA,35.2496948242188,-81.1369018554688,"anonymous","EN",4,4,6,3,2,3,4,4,2,4,3,4,4,5,6,5,3,5,1,3,5,6,6,4,4,1,6,1,5,5,5,3,2,3,4,4,2,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,3,1,5,5,5,5,1,1,1,1,1,8,2,1,2,"Groundskeeper",1,5,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7b823e56-b064-f4ee-d9e2-09a9b953c9bb","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,633,"anonymous",NA,9,1.5,1,"use"
"250",252,"2021-10-11 07:54:44","2021-10-11 07:59:02",0,"69.142.216.83",100,257,1,"2021-10-11 07:59:02","R_r7rXN350Wg6bxi9",NA,NA,NA,NA,40.3171997070312,-74.4303970336914,"anonymous","EN",4,3,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,6,6,4,4,4,1,1,1,5,5,6,2,5,5,1,3,2,1,2,2,5,1,5,5,4,4,5,3,2,5,5,5,4,1,5,5,5,5,1,9,4,2,"Cook",3,3,6,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d224e6f6-53be-baa8-7c42-d10f201e131a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,257,"anonymous",NA,10,1.73205080756888,0.5,"Flagged"
"251",253,"2021-10-11 07:54:44","2021-10-11 07:59:03",0,"71.77.232.255",100,259,1,"2021-10-11 07:59:03","R_yNEqQVvX48o2pWh",NA,NA,NA,NA,34.32080078125,-78.7145004272461,"anonymous","EN",4,2,2,2,4,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,6,12,1,1,"No title",4,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b9c93606-4ab7-1737-91b2-01e2006c32eb","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,259,"anonymous",NA,20,0,1,"Flagged"
"252",254,"2021-10-11 07:52:52","2021-10-11 07:59:04",0,"173.17.41.45",100,371,1,"2021-10-11 07:59:04","R_1cV5OXXFz4VtuDi",NA,NA,NA,NA,37.1661071777344,-93.2457962036133,"anonymous","EN",4,2,2,2,3,4,2,2,3,2,2,3,2,5,3,4,4,2,4,3,3,5,5,6,4,3,4,2,4,5,3,2,2,2,2,6,4,5,5,5,5,4,5,4,5,5,6,5,5,5,5,5,2,5,4,2,5,5,5,4,2,2,2,2,2,1,5,1,2,"Child Care Provider",4,2,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"218782ae-3b7d-c957-df1a-b5ac20147843","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,371,"anonymous",NA,5,0.5,0.5,"use"
"253",255,"2021-10-11 07:45:18","2021-10-11 07:59:06",0,"172.58.120.186",100,827,1,"2021-10-11 07:59:06","R_1LbV5v2ScI30TbT",NA,NA,NA,NA,42.3887939453125,-83.1894989013672,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,6,7,5,7,6,6,6,7,7,6,4,6,4,5,4,6,4,5,6,4,5,3,4,5,6,6,6,5,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,4,2,2,3,5,1,1,13,3,3,"Department management ",2,3,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1a7f8b8f-c008-6a6a-243b-bc5433138062","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,827,"anonymous",NA,10,1.29099444873581,NA,"use"
"254",256,"2021-10-11 07:52:25","2021-10-11 07:59:06",0,"67.6.109.11",100,400,1,"2021-10-11 07:59:06","R_TvB3MwkOQCEeQ1j",NA,NA,NA,NA,38.93359375,-92.3629989624023,"anonymous","EN",4,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,4,1,2,2,2,5,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,1,2,2,2,2,2,5,3,3,3,6,14,1,1,"Retired ",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"94f84f87-1684-0d0d-a033-78d38c3d766a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,400,"anonymous",NA,8,NA,0.5,"use"
"255",257,"2021-10-11 07:52:22","2021-10-11 07:59:10",0,"172.58.227.63",100,408,1,"2021-10-11 07:59:10","R_20VanHtSoLSF3ti",NA,NA,NA,NA,40.7035064697266,-73.9235000610352,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,5,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,1,1,2,3,"Cashier",1,2,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7a9965d4-d531-27cc-c160-52b2da8fb139","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,408,"anonymous",NA,14,0.5,0,"Flagged"
"256",258,"2021-10-11 07:54:53","2021-10-11 07:59:15",0,"76.195.83.13",100,262,1,"2021-10-11 07:59:16","R_3RkKfvxmpo7dMrc",NA,NA,NA,NA,34.6065979003906,-92.4904022216797,"anonymous","EN",4,5,7,5,1,5,5,4,1,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,3,5,5,5,5,1,11,3,3,"CEO",1,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7aa291d0-4df5-c940-fa64-a6895aa12d3d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,262,"anonymous",NA,20,0,1.73205080756888,"Flagged"
"257",259,"2021-10-11 07:52:40","2021-10-11 07:59:17",0,"98.187.152.104",100,396,1,"2021-10-11 07:59:17","R_1LAO3trtRwtLQPy",NA,NA,NA,NA,36.0877075195312,-94.3093032836914,"anonymous","EN",4,3,2,3,2,5,3,4,4,4,2,4,4,5,6,6,5,4,6,4,3,4,4,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,4,1,5,5,5,4,2,2,2,2,2,2,5,2,2,"Daycare",4,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"cb2563ca-aaed-2056-7d7e-540e255dca27","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,396,"anonymous",NA,5,NA,0.5,"use"
"258",260,"2021-10-11 07:52:57","2021-10-11 07:59:17",0,"24.209.185.21",100,380,1,"2021-10-11 07:59:18","R_3P3OGXci45jW1YB",NA,NA,NA,NA,42.9777984619141,-87.890998840332,"anonymous","EN",4,1,1,1,3,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,2,5,5,5,5,2,3,3,2,3,6,13,1,2,"Administrative assistant",4,7,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"94b98f5b-8522-c665-e1ef-b892d8e9c188","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,380,"anonymous",NA,16,NA,2,"Flagged"
"259",261,"2021-10-11 07:53:34","2021-10-11 07:59:21",0,"74.96.167.93",100,346,1,"2021-10-11 07:59:21","R_26eVjfC7RUf2yvC",NA,NA,NA,NA,39.0397033691406,-77.1918029785156,"anonymous","EN",4,4,3,2,2,3,2,3,2,3,3,4,6,4,7,6,5,5,5,4,4,6,6,3,4,5,4,5,7,5,6,3,2,4,1,5,5,5,5,3,3,4,3,4,5,5,3,5,4,5,5,5,3,5,4,2,4,5,5,3,1,3,4,2,1,1,5,2,1,"Au Pair or Babysitter",3,2,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4cbf39a6-ff0e-69f4-e712-0e94b2de9b4b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,346,"anonymous",NA,4,1,0.577350269189626,"use"
"260",262,"2021-10-11 07:53:51","2021-10-11 07:59:22",0,"174.44.16.28",100,331,1,"2021-10-11 07:59:23","R_Z8H0zUBneh8hNZf",NA,NA,NA,NA,40.7409057617188,-73.4881973266602,"anonymous","EN",4,4,6,4,4,4,4,3,3,3,4,4,6,7,6,5,6,4,6,6,6,7,7,6,7,6,6,5,6,4,5,3,3,4,5,4,4,4,5,3,5,5,6,5,5,5,6,6,4,5,5,5,4,4,5,2,5,5,5,4,2,2,3,4,2,1,5,2,2,"Teacher ",4,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"cb029564-91ec-c5c8-5ad0-a2291587e989","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,331,"anonymous",NA,4,0.816496580927726,0.5,"use"
"261",263,"2021-10-11 10:07:55","2021-10-11 10:12:00",0,"172.58.187.77",100,245,1,"2021-10-11 10:12:01","R_2ZHpCjSFbXeCLiw",NA,NA,NA,NA,38.860595703125,-76.9776000976562,"anonymous","EN",4,2,1,4,4,3,5,3,5,4,2,3,5,1,5,3,5,2,5,4,3,5,4,2,5,4,2,6,3,5,1,3,2,4,1,4,2,3,1,4,2,1,2,1,5,3,2,5,2,4,3,2,3,3,2,4,NA,NA,NA,NA,NA,2,4,1,3,6,8,1,3,"none",4,5,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100031,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",153,NA,NA,NA,NA,NA,245,"anonymous",NA,2,1.29099444873581,0.957427107756338,"Flagged"
"262",264,"2021-10-11 10:06:24","2021-10-11 10:12:11",0,"100.2.22.16",100,346,1,"2021-10-11 10:12:11","R_1dbiYioJbOEWAwq",NA,NA,NA,NA,40.60009765625,-73.7497024536133,"anonymous","EN",4,4,6,4,4,4,5,4,3,5,5,5,5,7,6,4,6,4,7,5,4,7,7,6,6,4,6,6,7,6,6,2,5,4,3,6,3,6,6,5,3,5,6,5,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,1,1,1,1,2,5,2,2,"Ems instructor ",3,7,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100030,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",136,NA,NA,NA,NA,NA,346,"anonymous",NA,4,1.4142135623731,0.957427107756338,"use"
"263",265,"2021-10-11 10:14:25","2021-10-11 10:17:36",0,"71.65.115.75",100,190,1,"2021-10-11 10:17:36","R_2tEiB2y4ZVBBiVn",NA,NA,NA,NA,39.5081939697266,-84.3986968994141,"anonymous","EN",4,2,6,4,2,5,5,5,1,4,4,4,5,5,6,3,4,3,4,4,4,2,3,2,3,3,3,2,2,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,3,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,4,4,4,4,1,14,4,1,"Retail",2,5,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100032,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",170,NA,NA,NA,NA,NA,190,"anonymous",NA,8,0,1.89296944860009,"Flagged"
"264",266,"2021-10-11 10:22:33","2021-10-11 10:28:29",0,"162.253.233.216",100,355,1,"2021-10-11 10:28:29","R_2uVTtzHpZWY7iEq",NA,NA,NA,NA,41.0052032470703,-95.8977966308594,"anonymous","EN",4,3,6,3,4,3,1,1,2,1,1,3,3,1,3,1,3,3,2,1,4,6,4,5,3,1,5,1,4,5,4,2,2,1,3,4,4,4,3,2,5,4,4,2,3,6,2,6,2,5,5,5,4,5,2,1,NA,NA,NA,NA,NA,4,3,3,4,1,15,2,1,"computer analyst",4,7,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100035,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",221,NA,NA,NA,NA,NA,355,"anonymous",NA,3,0.957427107756338,0.5,"use"
"265",267,"2021-10-11 10:22:44","2021-10-11 10:28:38",0,"73.248.195.207",100,353,1,"2021-10-11 10:28:38","R_3IXgrZh8F5DbxgM",NA,NA,NA,NA,39.3773040771484,-74.6122970581055,"anonymous","EN",4,5,7,4,1,4,5,4,4,4,3,3,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,7,7,6,6,5,6,5,5,6,5,4,6,6,6,6,4,3,5,4,5,6,5,5,2,5,1,5,5,1,5,5,5,4,2,4,4,3,3,6,9,2,1,"Consultant",4,6,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100037,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",255,NA,NA,NA,NA,NA,353,"anonymous",NA,4,0.957427107756338,0.5,"use"
"266",268,"2021-10-11 10:20:13","2021-10-11 10:28:58",0,"38.121.43.11",100,525,1,"2021-10-11 10:28:59","R_3KADXRvA8B42Tig",NA,NA,NA,NA,33.843994140625,-84.478401184082,"anonymous","EN",4,4,6,2,4,4,1,3,4,2,1,5,6,6,3,5,6,3,2,4,6,7,5,6,3,3,6,4,5,4,2,4,1,5,5,5,4,4,4,6,5,5,1,1,1,6,4,6,6,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,5,5,5,1,5,4,2,"Counselor",3,7,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100034,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",204,NA,NA,NA,NA,NA,525,"anonymous",NA,7,1,1.29099444873581,"use"
"267",269,"2021-10-11 10:24:25","2021-10-11 10:38:04",0,"104.174.15.11",100,819,1,"2021-10-11 10:38:04","R_1DNhjOjkcbpdkpl",NA,NA,NA,NA,34.1690063476562,-118.371299743652,"anonymous","EN",4,4,7,4,2,4,4,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,5,5,5,3,5,5,1,5,5,5,3,2,3,3,3,2,8,3,2,5,"none",1,3,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100038,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",272,NA,NA,NA,NA,NA,819,"anonymous",NA,5,0.5,0.816496580927726,"use"
"268",270,"2021-10-11 10:37:14","2021-10-11 10:40:31",0,"174.250.145.190",100,196,1,"2021-10-11 10:40:31","R_w67P2OhVckCHvwJ",NA,NA,NA,NA,35.2295989990234,-80.8430023193359,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,5,4,3,3,4,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,3,5,5,5,4,2,3,3,3,3,6,16,2,2,"Bagger",4,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100039,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",289,NA,NA,NA,NA,NA,196,"anonymous",NA,11,NA,0,"Flagged"
"269",271,"2021-10-11 10:38:50","2021-10-11 10:43:25",0,"131.118.76.123",100,274,1,"2021-10-11 10:43:26","R_1HjyU1iiXqwi2tJ",NA,NA,NA,NA,39.6497955322266,-78.9356994628906,"anonymous","EN",4,1,7,5,1,5,5,5,5,5,5,5,7,7,7,7,7,7,7,6,7,7,7,7,7,5,7,6,7,6,5,6,5,6,6,5,6,1,6,6,6,6,6,6,6,5,6,6,5,5,5,4,4,5,5,4,NA,NA,NA,NA,NA,1,5,5,5,2,10,3,2,"Ask Amy ",3,2,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100040,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",306,NA,NA,NA,NA,NA,274,"anonymous",NA,7,2.5,0,"Flagged"
